Filename:,25FC01540_CH2_100.00mA__NAV_50.0C_00_OSA.csv
+1.57918400E-006,-6.10911873E+001
+1.57918800E-006,-6.06677872E+001
+1.57919200E-006,-6.09520985E+001
+1.57919600E-006,-6.09110930E+001
+1.57920000E-006,-6.14360004E+001
+1.57920400E-006,-6.00282529E+001
+1.57920800E-006,-6.08064053E+001
+1.57921200E-006,-6.06503413E+001
+1.57921600E-006,-6.05179086E+001
+1.57922000E-006,-6.04198188E+001
+1.57922400E-006,-6.09431198E+001
+1.57922800E-006,-6.00912605E+001
+1.57923200E-006,-6.04191719E+001
+1.57923600E-006,-6.01857494E+001
+1.57924000E-006,-6.03790073E+001
+1.57924400E-006,-6.05168154E+001
+1.57924800E-006,-6.05967387E+001
+1.57925200E-006,-6.05588298E+001
+1.57925600E-006,-6.02701897E+001
+1.57926000E-006,-6.09886317E+001
+1.57926400E-006,-6.05614929E+001
+1.57926800E-006,-5.99809266E+001
+1.57927200E-006,-6.04236549E+001
+1.57927600E-006,-6.09967796E+001
+1.57928000E-006,-6.08096732E+001
+1.57928400E-006,-6.07721135E+001
+1.57928800E-006,-6.09068146E+001
+1.57929200E-006,-6.08765807E+001
+1.57929600E-006,-6.05794562E+001
+1.57930000E-006,-6.04817565E+001
+1.57930400E-006,-6.08284674E+001
+1.57930800E-006,-6.07864078E+001
+1.57931200E-006,-6.00157827E+001
+1.57931600E-006,-6.06174326E+001
+1.57932000E-006,-6.07768861E+001
+1.57932400E-006,-6.10258226E+001
+1.57932800E-006,-6.12337947E+001
+1.57933200E-006,-6.08813470E+001
+1.57933600E-006,-6.14465096E+001
+1.57934000E-006,-6.13492666E+001
+1.57934400E-006,-6.08864140E+001
+1.57934800E-006,-6.18096007E+001
+1.57935200E-006,-6.10193090E+001
+1.57935600E-006,-6.05441001E+001
+1.57936000E-006,-6.07326570E+001
+1.57936400E-006,-6.11479261E+001
+1.57936800E-006,-6.15043164E+001
+1.57937200E-006,-6.14422208E+001
+1.57937600E-006,-6.13807287E+001
+1.57938000E-006,-6.22961803E+001
+1.57938400E-006,-6.14280867E+001
+1.57938800E-006,-6.21977967E+001
+1.57939200E-006,-6.16641419E+001
+1.57939600E-006,-6.17222733E+001
+1.57940000E-006,-6.07648283E+001
+1.57940400E-006,-6.12464795E+001
+1.57940800E-006,-6.18206830E+001
+1.57941200E-006,-6.16877610E+001
+1.57941600E-006,-6.19158897E+001
+1.57942000E-006,-6.20482140E+001
+1.57942400E-006,-6.27435957E+001
+1.57942800E-006,-6.17774654E+001
+1.57943200E-006,-6.17390266E+001
+1.57943600E-006,-6.17112907E+001
+1.57944000E-006,-6.19936275E+001
+1.57944400E-006,-6.14733314E+001
+1.57944800E-006,-6.18105808E+001
+1.57945200E-006,-6.18722332E+001
+1.57945600E-006,-6.15839111E+001
+1.57946000E-006,-6.12781074E+001
+1.57946400E-006,-6.22957171E+001
+1.57946800E-006,-6.21397624E+001
+1.57947200E-006,-6.19287489E+001
+1.57947600E-006,-6.20875480E+001
+1.57948000E-006,-6.18849879E+001
+1.57948400E-006,-6.23252766E+001
+1.57948800E-006,-6.16521315E+001
+1.57949200E-006,-6.19233137E+001
+1.57949600E-006,-6.15115680E+001
+1.57950000E-006,-6.18118933E+001
+1.57950400E-006,-6.10652406E+001
+1.57950800E-006,-6.14520752E+001
+1.57951200E-006,-6.18115948E+001
+1.57951600E-006,-6.15255161E+001
+1.57952000E-006,-6.13538996E+001
+1.57952400E-006,-6.13553172E+001
+1.57952800E-006,-6.10120997E+001
+1.57953200E-006,-6.17220618E+001
+1.57953600E-006,-6.06101584E+001
+1.57954000E-006,-6.08398834E+001
+1.57954400E-006,-6.07597592E+001
+1.57954800E-006,-6.08305454E+001
+1.57955200E-006,-6.10312456E+001
+1.57955600E-006,-6.06375029E+001
+1.57956000E-006,-6.13836531E+001
+1.57956400E-006,-6.08034918E+001
+1.57956800E-006,-6.11149394E+001
+1.57957200E-006,-6.06349286E+001
+1.57957600E-006,-6.06835077E+001
+1.57958000E-006,-6.04706410E+001
+1.57958400E-006,-6.07494590E+001
+1.57958800E-006,-6.03160004E+001
+1.57959200E-006,-6.03513689E+001
+1.57959600E-006,-6.07099077E+001
+1.57960000E-006,-6.08540949E+001
+1.57960400E-006,-6.04360937E+001
+1.57960800E-006,-6.05248249E+001
+1.57961200E-006,-6.00672404E+001
+1.57961600E-006,-6.08332928E+001
+1.57962000E-006,-6.01809303E+001
+1.57962400E-006,-6.06591198E+001
+1.57962800E-006,-6.04242421E+001
+1.57963200E-006,-6.00297965E+001
+1.57963600E-006,-6.06389188E+001
+1.57964000E-006,-6.04938217E+001
+1.57964400E-006,-6.03058353E+001
+1.57964800E-006,-6.08271407E+001
+1.57965200E-006,-6.03513214E+001
+1.57965600E-006,-6.12380083E+001
+1.57966000E-006,-6.08017987E+001
+1.57966400E-006,-6.09942246E+001
+1.57966800E-006,-6.12225329E+001
+1.57967200E-006,-6.04770012E+001
+1.57967600E-006,-6.06178141E+001
+1.57968000E-006,-6.10138098E+001
+1.57968400E-006,-6.06081909E+001
+1.57968800E-006,-6.10633937E+001
+1.57969200E-006,-6.14805486E+001
+1.57969600E-006,-6.15860358E+001
+1.57970000E-006,-6.17189483E+001
+1.57970400E-006,-6.11997768E+001
+1.57970800E-006,-6.19661337E+001
+1.57971200E-006,-6.10573098E+001
+1.57971600E-006,-6.15361014E+001
+1.57972000E-006,-6.12283731E+001
+1.57972400E-006,-6.18701743E+001
+1.57972800E-006,-6.09679615E+001
+1.57973200E-006,-6.15101527E+001
+1.57973600E-006,-6.27946524E+001
+1.57974000E-006,-6.16909535E+001
+1.57974400E-006,-6.27107856E+001
+1.57974800E-006,-6.18273797E+001
+1.57975200E-006,-6.13235736E+001
+1.57975600E-006,-6.18318115E+001
+1.57976000E-006,-6.22444012E+001
+1.57976400E-006,-6.18732716E+001
+1.57976800E-006,-6.16577350E+001
+1.57977200E-006,-6.17306922E+001
+1.57977600E-006,-6.24877214E+001
+1.57978000E-006,-6.18653818E+001
+1.57978400E-006,-6.22485683E+001
+1.57978800E-006,-6.22240343E+001
+1.57979200E-006,-6.21516831E+001
+1.57979600E-006,-6.18970770E+001
+1.57980000E-006,-6.21555702E+001
+1.57980400E-006,-6.24228352E+001
+1.57980800E-006,-6.20896136E+001
+1.57981200E-006,-6.15556986E+001
+1.57981600E-006,-6.25587777E+001
+1.57982000E-006,-6.12848949E+001
+1.57982400E-006,-6.21845478E+001
+1.57982800E-006,-6.21939490E+001
+1.57983200E-006,-6.16700645E+001
+1.57983600E-006,-6.28480554E+001
+1.57984000E-006,-6.26173512E+001
+1.57984400E-006,-6.24422238E+001
+1.57984800E-006,-6.21967151E+001
+1.57985200E-006,-6.16241199E+001
+1.57985600E-006,-6.21405618E+001
+1.57986000E-006,-6.13590587E+001
+1.57986400E-006,-6.19521726E+001
+1.57986800E-006,-6.21420402E+001
+1.57987200E-006,-6.12925237E+001
+1.57987600E-006,-6.13795887E+001
+1.57988000E-006,-6.18065488E+001
+1.57988400E-006,-6.15372531E+001
+1.57988800E-006,-6.12157276E+001
+1.57989200E-006,-6.18010881E+001
+1.57989600E-006,-6.13926234E+001
+1.57990000E-006,-6.10712279E+001
+1.57990400E-006,-6.12941447E+001
+1.57990800E-006,-6.11861656E+001
+1.57991200E-006,-6.18763481E+001
+1.57991600E-006,-6.09637469E+001
+1.57992000E-006,-6.16189655E+001
+1.57992400E-006,-6.09034354E+001
+1.57992800E-006,-6.10412718E+001
+1.57993200E-006,-6.09584928E+001
+1.57993600E-006,-6.07512865E+001
+1.57994000E-006,-6.09470240E+001
+1.57994400E-006,-6.04748302E+001
+1.57994800E-006,-6.03714592E+001
+1.57995200E-006,-6.14144594E+001
+1.57995600E-006,-6.03745473E+001
+1.57996000E-006,-6.09442234E+001
+1.57996400E-006,-6.04623179E+001
+1.57996800E-006,-6.04714092E+001
+1.57997200E-006,-6.03431328E+001
+1.57997600E-006,-6.03891989E+001
+1.57998000E-006,-6.06135856E+001
+1.57998400E-006,-6.01172508E+001
+1.57998800E-006,-6.05727758E+001
+1.57999200E-006,-5.99675387E+001
+1.57999600E-006,-6.01286605E+001
+1.58000000E-006,-6.05771569E+001
+1.58000400E-006,-6.04794436E+001
+1.58000800E-006,-6.03782603E+001
+1.58001200E-006,-6.02015287E+001
+1.58001600E-006,-6.03709449E+001
+1.58002000E-006,-6.07347570E+001
+1.58002400E-006,-6.04143956E+001
+1.58002800E-006,-6.12034454E+001
+1.58003200E-006,-6.08220809E+001
+1.58003600E-006,-6.02347635E+001
+1.58004000E-006,-6.10925631E+001
+1.58004400E-006,-6.09155745E+001
+1.58004800E-006,-6.10631168E+001
+1.58005200E-006,-6.14018081E+001
+1.58005600E-006,-6.15802891E+001
+1.58006000E-006,-6.12635410E+001
+1.58006400E-006,-6.09333055E+001
+1.58006800E-006,-6.13575685E+001
+1.58007200E-006,-6.12682941E+001
+1.58007600E-006,-6.14859311E+001
+1.58008000E-006,-6.13815817E+001
+1.58008400E-006,-6.19720072E+001
+1.58008800E-006,-6.20248914E+001
+1.58009200E-006,-6.15322534E+001
+1.58009600E-006,-6.13644736E+001
+1.58010000E-006,-6.19493017E+001
+1.58010400E-006,-6.14500062E+001
+1.58010800E-006,-6.22252263E+001
+1.58011200E-006,-6.20546458E+001
+1.58011600E-006,-6.20293219E+001
+1.58012000E-006,-6.24970516E+001
+1.58012400E-006,-6.21729133E+001
+1.58012800E-006,-6.22669273E+001
+1.58013200E-006,-6.15034938E+001
+1.58013600E-006,-6.21023215E+001
+1.58014000E-006,-6.32478167E+001
+1.58014400E-006,-6.19972728E+001
+1.58014800E-006,-6.22207541E+001
+1.58015200E-006,-6.24604124E+001
+1.58015600E-006,-6.31410361E+001
+1.58016000E-006,-6.21520780E+001
+1.58016400E-006,-6.27700465E+001
+1.58016800E-006,-6.21491830E+001
+1.58017200E-006,-6.21980684E+001
+1.58017600E-006,-6.20549348E+001
+1.58018000E-006,-6.25025143E+001
+1.58018400E-006,-6.22056244E+001
+1.58018800E-006,-6.22986786E+001
+1.58019200E-006,-6.18976604E+001
+1.58019600E-006,-6.20998450E+001
+1.58020000E-006,-6.18394429E+001
+1.58020400E-006,-6.26606896E+001
+1.58020800E-006,-6.24909745E+001
+1.58021200E-006,-6.19089143E+001
+1.58021600E-006,-6.27146361E+001
+1.58022000E-006,-6.22898129E+001
+1.58022400E-006,-6.16099553E+001
+1.58022800E-006,-6.24330318E+001
+1.58023200E-006,-6.13490917E+001
+1.58023600E-006,-6.19196520E+001
+1.58024000E-006,-6.18540495E+001
+1.58024400E-006,-6.21889613E+001
+1.58024800E-006,-6.30561427E+001
+1.58025200E-006,-6.24286495E+001
+1.58025600E-006,-6.16847530E+001
+1.58026000E-006,-6.15743628E+001
+1.58026400E-006,-6.16102418E+001
+1.58026800E-006,-6.18670382E+001
+1.58027200E-006,-6.09040734E+001
+1.58027600E-006,-6.13909146E+001
+1.58028000E-006,-6.07720045E+001
+1.58028400E-006,-6.12481422E+001
+1.58028800E-006,-6.09412246E+001
+1.58029200E-006,-6.14516831E+001
+1.58029600E-006,-6.13423561E+001
+1.58030000E-006,-6.09759500E+001
+1.58030400E-006,-6.11326685E+001
+1.58030800E-006,-6.11345193E+001
+1.58031200E-006,-6.05846432E+001
+1.58031600E-006,-6.09989467E+001
+1.58032000E-006,-6.05111058E+001
+1.58032400E-006,-6.05961556E+001
+1.58032800E-006,-6.12462414E+001
+1.58033200E-006,-6.03811025E+001
+1.58033600E-006,-6.09498233E+001
+1.58034000E-006,-6.05708258E+001
+1.58034400E-006,-6.05470936E+001
+1.58034800E-006,-6.02959841E+001
+1.58035200E-006,-6.08180190E+001
+1.58035600E-006,-6.03528443E+001
+1.58036000E-006,-6.02338930E+001
+1.58036400E-006,-6.12027921E+001
+1.58036800E-006,-6.05600545E+001
+1.58037200E-006,-5.95350964E+001
+1.58037600E-006,-6.05904597E+001
+1.58038000E-006,-6.03187452E+001
+1.58038400E-006,-6.04412772E+001
+1.58038800E-006,-6.03159805E+001
+1.58039200E-006,-6.07652644E+001
+1.58039600E-006,-6.11211642E+001
+1.58040000E-006,-6.04573074E+001
+1.58040400E-006,-6.17429974E+001
+1.58040800E-006,-6.08017961E+001
+1.58041200E-006,-6.03999120E+001
+1.58041600E-006,-6.05167657E+001
+1.58042000E-006,-6.06660466E+001
+1.58042400E-006,-6.11378060E+001
+1.58042800E-006,-6.19827822E+001
+1.58043200E-006,-6.13617910E+001
+1.58043600E-006,-6.20336320E+001
+1.58044000E-006,-6.10141612E+001
+1.58044400E-006,-6.17176757E+001
+1.58044800E-006,-6.13849014E+001
+1.58045200E-006,-6.13445881E+001
+1.58045600E-006,-6.13013221E+001
+1.58046000E-006,-6.15118403E+001
+1.58046400E-006,-6.10545171E+001
+1.58046800E-006,-6.22029497E+001
+1.58047200E-006,-6.18185960E+001
+1.58047600E-006,-6.22980509E+001
+1.58048000E-006,-6.15083572E+001
+1.58048400E-006,-6.17308991E+001
+1.58048800E-006,-6.20907637E+001
+1.58049200E-006,-6.18965778E+001
+1.58049600E-006,-6.20001402E+001
+1.58050000E-006,-6.21119701E+001
+1.58050400E-006,-6.19917399E+001
+1.58050800E-006,-6.18948742E+001
+1.58051200E-006,-6.15392113E+001
+1.58051600E-006,-6.29035486E+001
+1.58052000E-006,-6.22114989E+001
+1.58052400E-006,-6.22024342E+001
+1.58052800E-006,-6.18342166E+001
+1.58053200E-006,-6.24823420E+001
+1.58053600E-006,-6.22335983E+001
+1.58054000E-006,-6.23787450E+001
+1.58054400E-006,-6.21029762E+001
+1.58054800E-006,-6.20618250E+001
+1.58055200E-006,-6.22019675E+001
+1.58055600E-006,-6.26792880E+001
+1.58056000E-006,-6.21643786E+001
+1.58056400E-006,-6.22092466E+001
+1.58056800E-006,-6.26464670E+001
+1.58057200E-006,-6.22007339E+001
+1.58057600E-006,-6.26286830E+001
+1.58058000E-006,-6.20263599E+001
+1.58058400E-006,-6.26210741E+001
+1.58058800E-006,-6.19399627E+001
+1.58059200E-006,-6.19721261E+001
+1.58059600E-006,-6.19261375E+001
+1.58060000E-006,-6.22973963E+001
+1.58060400E-006,-6.20021083E+001
+1.58060800E-006,-6.23147088E+001
+1.58061200E-006,-6.19703731E+001
+1.58061600E-006,-6.21264647E+001
+1.58062000E-006,-6.18627642E+001
+1.58062400E-006,-6.14210580E+001
+1.58062800E-006,-6.17038311E+001
+1.58063200E-006,-6.17199060E+001
+1.58063600E-006,-6.16525635E+001
+1.58064000E-006,-6.20738731E+001
+1.58064400E-006,-6.14053487E+001
+1.58064800E-006,-6.25111886E+001
+1.58065200E-006,-6.12090410E+001
+1.58065600E-006,-6.16896251E+001
+1.58066000E-006,-6.15087044E+001
+1.58066400E-006,-6.08770470E+001
+1.58066800E-006,-6.18720048E+001
+1.58067200E-006,-6.08032199E+001
+1.58067600E-006,-6.10047599E+001
+1.58068000E-006,-6.11111767E+001
+1.58068400E-006,-6.09130148E+001
+1.58068800E-006,-6.07154777E+001
+1.58069200E-006,-6.08611347E+001
+1.58069600E-006,-6.08990402E+001
+1.58070000E-006,-6.05957466E+001
+1.58070400E-006,-6.08955921E+001
+1.58070800E-006,-6.13276359E+001
+1.58071200E-006,-6.04373187E+001
+1.58071600E-006,-6.08432942E+001
+1.58072000E-006,-6.05659588E+001
+1.58072400E-006,-6.03575693E+001
+1.58072800E-006,-6.02148700E+001
+1.58073200E-006,-6.03940130E+001
+1.58073600E-006,-6.05932883E+001
+1.58074000E-006,-6.04434502E+001
+1.58074400E-006,-6.05771301E+001
+1.58074800E-006,-6.02695636E+001
+1.58075200E-006,-6.04285810E+001
+1.58075600E-006,-6.05326299E+001
+1.58076000E-006,-6.05623299E+001
+1.58076400E-006,-6.06541496E+001
+1.58076800E-006,-6.05662202E+001
+1.58077200E-006,-6.00580508E+001
+1.58077600E-006,-6.05101527E+001
+1.58078000E-006,-6.04656284E+001
+1.58078400E-006,-6.09083282E+001
+1.58078800E-006,-6.03750753E+001
+1.58079200E-006,-6.05003266E+001
+1.58079600E-006,-6.07484541E+001
+1.58080000E-006,-6.09946606E+001
+1.58080400E-006,-6.16959268E+001
+1.58080800E-006,-6.08764201E+001
+1.58081200E-006,-6.08080861E+001
+1.58081600E-006,-6.08658420E+001
+1.58082000E-006,-6.11110045E+001
+1.58082400E-006,-6.24073671E+001
+1.58082800E-006,-6.11194443E+001
+1.58083200E-006,-6.15695458E+001
+1.58083600E-006,-6.10979949E+001
+1.58084000E-006,-6.15907470E+001
+1.58084400E-006,-6.22285036E+001
+1.58084800E-006,-6.21251099E+001
+1.58085200E-006,-6.19227396E+001
+1.58085600E-006,-6.14498844E+001
+1.58086000E-006,-6.26432444E+001
+1.58086400E-006,-6.15635009E+001
+1.58086800E-006,-6.21345864E+001
+1.58087200E-006,-6.20553295E+001
+1.58087600E-006,-6.14499097E+001
+1.58088000E-006,-6.30693546E+001
+1.58088400E-006,-6.24855873E+001
+1.58088800E-006,-6.16395848E+001
+1.58089200E-006,-6.25245182E+001
+1.58089600E-006,-6.20702789E+001
+1.58090000E-006,-6.23490748E+001
+1.58090400E-006,-6.20467649E+001
+1.58090800E-006,-6.26461747E+001
+1.58091200E-006,-6.24503083E+001
+1.58091600E-006,-6.27425446E+001
+1.58092000E-006,-6.20699613E+001
+1.58092400E-006,-6.24010271E+001
+1.58092800E-006,-6.24329558E+001
+1.58093200E-006,-6.21016789E+001
+1.58093600E-006,-6.21714786E+001
+1.58094000E-006,-6.22803369E+001
+1.58094400E-006,-6.16753861E+001
+1.58094800E-006,-6.26684898E+001
+1.58095200E-006,-6.26708282E+001
+1.58095600E-006,-6.22912749E+001
+1.58096000E-006,-6.26147343E+001
+1.58096400E-006,-6.23746133E+001
+1.58096800E-006,-6.19340927E+001
+1.58097200E-006,-6.21823405E+001
+1.58097600E-006,-6.22576748E+001
+1.58098000E-006,-6.22207184E+001
+1.58098400E-006,-6.17104484E+001
+1.58098800E-006,-6.17574890E+001
+1.58099200E-006,-6.15028040E+001
+1.58099600E-006,-6.18765789E+001
+1.58100000E-006,-6.15860992E+001
+1.58100400E-006,-6.15291609E+001
+1.58100800E-006,-6.18140296E+001
+1.58101200E-006,-6.15011259E+001
+1.58101600E-006,-6.23021525E+001
+1.58102000E-006,-6.18831058E+001
+1.58102400E-006,-6.15698539E+001
+1.58102800E-006,-6.20384816E+001
+1.58103200E-006,-6.16778020E+001
+1.58103600E-006,-6.15151270E+001
+1.58104000E-006,-6.09827912E+001
+1.58104400E-006,-6.18083525E+001
+1.58104800E-006,-6.13722990E+001
+1.58105200E-006,-6.13311696E+001
+1.58105600E-006,-6.06864375E+001
+1.58106000E-006,-6.11286955E+001
+1.58106400E-006,-6.11138653E+001
+1.58106800E-006,-6.09431549E+001
+1.58107200E-006,-6.10756079E+001
+1.58107600E-006,-6.14236445E+001
+1.58108000E-006,-6.04630678E+001
+1.58108400E-006,-6.10304105E+001
+1.58108800E-006,-6.04925142E+001
+1.58109200E-006,-6.09147199E+001
+1.58109600E-006,-6.07548746E+001
+1.58110000E-006,-6.08453401E+001
+1.58110400E-006,-6.05614041E+001
+1.58110800E-006,-6.05847535E+001
+1.58111200E-006,-6.02520166E+001
+1.58111600E-006,-6.00912796E+001
+1.58112000E-006,-6.07012100E+001
+1.58112400E-006,-6.04341036E+001
+1.58112800E-006,-6.07143538E+001
+1.58113200E-006,-6.09568782E+001
+1.58113600E-006,-6.08036474E+001
+1.58114000E-006,-6.08540048E+001
+1.58114400E-006,-6.08960745E+001
+1.58114800E-006,-6.04194736E+001
+1.58115200E-006,-6.07461691E+001
+1.58115600E-006,-6.09342421E+001
+1.58116000E-006,-6.09889379E+001
+1.58116400E-006,-6.07052871E+001
+1.58116800E-006,-6.13245196E+001
+1.58117200E-006,-6.13845427E+001
+1.58117600E-006,-6.10664630E+001
+1.58118000E-006,-6.09761629E+001
+1.58118400E-006,-6.14659174E+001
+1.58118800E-006,-6.10114914E+001
+1.58119200E-006,-6.11448035E+001
+1.58119600E-006,-6.05144520E+001
+1.58120000E-006,-6.14750305E+001
+1.58120400E-006,-6.24490046E+001
+1.58120800E-006,-6.17980077E+001
+1.58121200E-006,-6.11462089E+001
+1.58121600E-006,-6.17647184E+001
+1.58122000E-006,-6.14253921E+001
+1.58122400E-006,-6.14579962E+001
+1.58122800E-006,-6.24186331E+001
+1.58123200E-006,-6.16841395E+001
+1.58123600E-006,-6.20176258E+001
+1.58124000E-006,-6.20500645E+001
+1.58124400E-006,-6.17149305E+001
+1.58124800E-006,-6.22228368E+001
+1.58125200E-006,-6.10433407E+001
+1.58125600E-006,-6.23261669E+001
+1.58126000E-006,-6.27864174E+001
+1.58126400E-006,-6.17340280E+001
+1.58126800E-006,-6.23448908E+001
+1.58127200E-006,-6.19376854E+001
+1.58127600E-006,-6.16789189E+001
+1.58128000E-006,-6.28021015E+001
+1.58128400E-006,-6.18292166E+001
+1.58128800E-006,-6.27666133E+001
+1.58129200E-006,-6.23660010E+001
+1.58129600E-006,-6.22953165E+001
+1.58130000E-006,-6.15886620E+001
+1.58130400E-006,-6.24372022E+001
+1.58130800E-006,-6.27508424E+001
+1.58131200E-006,-6.24013930E+001
+1.58131600E-006,-6.28814526E+001
+1.58132000E-006,-6.22194197E+001
+1.58132400E-006,-6.21431352E+001
+1.58132800E-006,-6.21729299E+001
+1.58133200E-006,-6.19500271E+001
+1.58133600E-006,-6.22625719E+001
+1.58134000E-006,-6.21483268E+001
+1.58134400E-006,-6.22727538E+001
+1.58134800E-006,-6.20128182E+001
+1.58135200E-006,-6.20849174E+001
+1.58135600E-006,-6.21655654E+001
+1.58136000E-006,-6.23705800E+001
+1.58136400E-006,-6.15905168E+001
+1.58136800E-006,-6.12846576E+001
+1.58137200E-006,-6.21040418E+001
+1.58137600E-006,-6.18153465E+001
+1.58138000E-006,-6.19032679E+001
+1.58138400E-006,-6.22016547E+001
+1.58138800E-006,-6.16605504E+001
+1.58139200E-006,-6.15341668E+001
+1.58139600E-006,-6.12107585E+001
+1.58140000E-006,-6.18518301E+001
+1.58140400E-006,-6.10107412E+001
+1.58140800E-006,-6.19169666E+001
+1.58141200E-006,-6.13351639E+001
+1.58141600E-006,-6.13764915E+001
+1.58142000E-006,-6.13735684E+001
+1.58142400E-006,-6.10512288E+001
+1.58142800E-006,-6.12715479E+001
+1.58143200E-006,-6.15281074E+001
+1.58143600E-006,-6.07774825E+001
+1.58144000E-006,-6.10303658E+001
+1.58144400E-006,-6.12718127E+001
+1.58144800E-006,-6.10098936E+001
+1.58145200E-006,-6.09452681E+001
+1.58145600E-006,-6.11017660E+001
+1.58146000E-006,-6.06291918E+001
+1.58146400E-006,-6.06605498E+001
+1.58146800E-006,-6.08430993E+001
+1.58147200E-006,-6.09948153E+001
+1.58147600E-006,-6.12551272E+001
+1.58148000E-006,-6.06877097E+001
+1.58148400E-006,-6.11705720E+001
+1.58148800E-006,-6.04864964E+001
+1.58149200E-006,-6.03153637E+001
+1.58149600E-006,-6.07611164E+001
+1.58150000E-006,-6.02494869E+001
+1.58150400E-006,-6.12801451E+001
+1.58150800E-006,-6.08541689E+001
+1.58151200E-006,-6.08934421E+001
+1.58151600E-006,-6.09162797E+001
+1.58152000E-006,-6.12724057E+001
+1.58152400E-006,-6.07690900E+001
+1.58152800E-006,-6.15333396E+001
+1.58153200E-006,-6.06837718E+001
+1.58153600E-006,-6.07587571E+001
+1.58154000E-006,-6.12297478E+001
+1.58154400E-006,-6.12939615E+001
+1.58154800E-006,-6.13949438E+001
+1.58155200E-006,-6.10267662E+001
+1.58155600E-006,-6.15496958E+001
+1.58156000E-006,-6.19387324E+001
+1.58156400E-006,-6.13623647E+001
+1.58156800E-006,-6.20503287E+001
+1.58157200E-006,-6.09707975E+001
+1.58157600E-006,-6.10851057E+001
+1.58158000E-006,-6.10415239E+001
+1.58158400E-006,-6.14058376E+001
+1.58158800E-006,-6.16892532E+001
+1.58159200E-006,-6.16075458E+001
+1.58159600E-006,-6.26399187E+001
+1.58160000E-006,-6.23797307E+001
+1.58160400E-006,-6.18409301E+001
+1.58160800E-006,-6.19669877E+001
+1.58161200E-006,-6.18520941E+001
+1.58161600E-006,-6.20589117E+001
+1.58162000E-006,-6.15563785E+001
+1.58162400E-006,-6.26973099E+001
+1.58162800E-006,-6.21822235E+001
+1.58163200E-006,-6.19303849E+001
+1.58163600E-006,-6.20649024E+001
+1.58164000E-006,-6.19951132E+001
+1.58164400E-006,-6.25701860E+001
+1.58164800E-006,-6.23961622E+001
+1.58165200E-006,-6.22389841E+001
+1.58165600E-006,-6.20386320E+001
+1.58166000E-006,-6.23483383E+001
+1.58166400E-006,-6.22475507E+001
+1.58166800E-006,-6.22399258E+001
+1.58167200E-006,-6.16753356E+001
+1.58167600E-006,-6.22734101E+001
+1.58168000E-006,-6.31227117E+001
+1.58168400E-006,-6.23163572E+001
+1.58168800E-006,-6.22067903E+001
+1.58169200E-006,-6.26269989E+001
+1.58169600E-006,-6.16972416E+001
+1.58170000E-006,-6.27726749E+001
+1.58170400E-006,-6.20741678E+001
+1.58170800E-006,-6.23806002E+001
+1.58171200E-006,-6.17107311E+001
+1.58171600E-006,-6.19156756E+001
+1.58172000E-006,-6.25538353E+001
+1.58172400E-006,-6.21808463E+001
+1.58172800E-006,-6.19881601E+001
+1.58173200E-006,-6.17147471E+001
+1.58173600E-006,-6.25331986E+001
+1.58174000E-006,-6.20215519E+001
+1.58174400E-006,-6.13226748E+001
+1.58174800E-006,-6.21978393E+001
+1.58175200E-006,-6.26130841E+001
+1.58175600E-006,-6.15524436E+001
+1.58176000E-006,-6.16998775E+001
+1.58176400E-006,-6.16951565E+001
+1.58176800E-006,-6.17387234E+001
+1.58177200E-006,-6.13075527E+001
+1.58177600E-006,-6.19972492E+001
+1.58178000E-006,-6.13873445E+001
+1.58178400E-006,-6.15908027E+001
+1.58178800E-006,-6.13888568E+001
+1.58179200E-006,-6.14867466E+001
+1.58179600E-006,-6.14392584E+001
+1.58180000E-006,-6.10816905E+001
+1.58180400E-006,-6.15996520E+001
+1.58180800E-006,-6.09049553E+001
+1.58181200E-006,-6.10561100E+001
+1.58181600E-006,-6.08296702E+001
+1.58182000E-006,-6.11913294E+001
+1.58182400E-006,-6.11608369E+001
+1.58182800E-006,-6.08879957E+001
+1.58183200E-006,-6.12492203E+001
+1.58183600E-006,-6.09921022E+001
+1.58184000E-006,-6.08967255E+001
+1.58184400E-006,-6.09943967E+001
+1.58184800E-006,-6.02432938E+001
+1.58185200E-006,-6.08844969E+001
+1.58185600E-006,-6.06645819E+001
+1.58186000E-006,-6.12274451E+001
+1.58186400E-006,-6.10187498E+001
+1.58186800E-006,-6.07018380E+001
+1.58187200E-006,-6.09135649E+001
+1.58187600E-006,-6.12861037E+001
+1.58188000E-006,-6.16772499E+001
+1.58188400E-006,-6.03365675E+001
+1.58188800E-006,-6.10102404E+001
+1.58189200E-006,-6.06705749E+001
+1.58189600E-006,-6.09902847E+001
+1.58190000E-006,-6.11389138E+001
+1.58190400E-006,-6.09006236E+001
+1.58190800E-006,-6.19944726E+001
+1.58191200E-006,-6.16737534E+001
+1.58191600E-006,-6.17909388E+001
+1.58192000E-006,-6.17100250E+001
+1.58192400E-006,-6.13144203E+001
+1.58192800E-006,-6.13583611E+001
+1.58193200E-006,-6.12259909E+001
+1.58193600E-006,-6.14980413E+001
+1.58194000E-006,-6.15048643E+001
+1.58194400E-006,-6.23178686E+001
+1.58194800E-006,-6.22922704E+001
+1.58195200E-006,-6.15114633E+001
+1.58195600E-006,-6.23303570E+001
+1.58196000E-006,-6.18847926E+001
+1.58196400E-006,-6.17018665E+001
+1.58196800E-006,-6.16464275E+001
+1.58197200E-006,-6.16301130E+001
